Flow Start,Previous Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Min Packet Length,Max Packet Length,Flow IAT Sum,Fwd IAT Sum,Bwd IAT Sum,Fwd IAT Count,Bwd IAT Count,SYN Flag Count,ACK Flag Count,PSH Flag Count,FIN Flag Count,RST Flag Count,Flow Bytes/s,Flow Packets/s,Down/Up Ratio,Fwd Packets/s,Bwd Packets/s,Flow IAT Mean,Fwd IAT Mean,Bwd IAT Mean
1741857930.262196,1741857933.3652601,3.1030640602111816,7,10,2006,5244,122,1494,0,1.3624961376190186,1.740567922592163,7,10,0,0,0,0,0,2336.4003640667975,5.478456026087663,1.4285714285714286,2.2558348342713908,3.2226211918162724,0.0,0.1946423053741455,0.1740567922592163
1741857930.262196,1741857933.3712158,3.1090197563171387,8,10,2192,5244,122,1494,0,1.3684518337249756,1.740567922592163,8,10,0,0,0,0,0,2391.750642591119,5.789606181635307,1.25,2.5731583029490253,3.216447878686281,0.0,0.17105647921562195,0.1740567922592163
1741857930.262196,1741857933.4706864,3.2084903717041016,8,11,2192,5366,122,1494,0,1.3684518337249756,1.840038537979126,8,11,0,0,0,0,0,2355.624958907318,5.921788068171347,1.375,2.493384449756357,3.4284036184149906,0.0,0.17105647921562195,0.1672762307253751
1741857930.262196,1741857934.4912379,4.229041814804077,8,12,2192,5520,122,1494,0,1.3684518337249756,2.8605899810791016,8,12,0,0,0,0,0,1823.5809286641638,4.729203653174699,1.5,1.8916814612698796,2.8375221919048195,0.0,0.17105647921562195,0.23838249842325845
1741857930.262196,1741857934.5107846,4.248588562011719,9,12,2346,5520,122,1494,0,1.3879985809326172,2.8605899810791016,9,12,0,0,0,0,0,1851.4383977617797,4.942817995550136,1.3333333333333333,2.118350569521487,2.8244674260286495,0.0,0.15422206454806858,0.23838249842325845
1741857930.262196,1741857935.4558585,5.193662405014038,10,12,2516,5520,122,1494,0,2.3330724239349365,2.8605899810791016,10,12,0,0,0,0,0,1547.2703794227996,4.235931850087305,1.2,1.9254235682215026,2.310508281865803,0.0,0.23330724239349365,0.23838249842325845
1741857930.262196,1741857935.6185954,5.356399297714233,10,13,2516,5674,122,1494,0,2.3330724239349365,3.023326873779297,10,13,0,0,0,0,0,1529.0122234716455,4.293929321104743,1.3,1.8669257917846709,2.4270035293200722,0.0,0.23330724239349365,0.23256360567533052
1741857930.262196,1741857935.6599278,5.397731781005859,11,13,2638,5674,122,1494,0,2.3744049072265625,3.023326873779297,11,13,0,0,0,0,0,1539.9060822638858,4.446312075834126,1.1818181818181819,2.037893034757308,2.4084190410768187,0.0,0.21585499156605115,0.23256360567533052
1741857930.262196,1741857936.7805579,6.518361806869507,12,13,2792,5674,122,1494,0,3.49503493309021,3.023326873779297,12,13,0,0,0,0,0,1298.792587898072,3.8353194776106547,1.0833333333333333,1.8409533492531143,1.9943661283575405,0.0,0.29125291109085083,0.23256360567533052
1741857930.262196,1741857936.8094022,6.547206163406372,13,13,2946,5674,122,1494,0,3.523879289627075,3.023326873779297,13,13,0,0,0,0,0,1316.592113469541,3.9711595069846943,1.0,1.9855797534923472,1.9855797534923472,0.0,0.2710676376636212,0.23256360567533052
1741857930.262196,1741857936.8146427,6.552446603775024,13,14,2946,5988,122,1494,0,3.523879289627075,3.028567314147949,13,14,0,0,0,0,0,1363.4601760589555,4.120598248667092,1.0769230769230769,1.9839917493582295,2.1366064993088623,0.0,0.2710676376636212,0.21632623672485352
1741857930.262196,1741857936.818941,6.5567450523376465,14,14,3084,5988,122,1494,0,3.5281777381896973,3.028567314147949,14,14,0,0,0,0,0,1383.613351988667,4.270411580211936,1.0,2.135205790105968,2.135205790105968,0.0,0.25201269558497835,0.21632623672485352
1741857930.262196,1741857936.8323376,6.570141553878784,14,15,3084,6302,122,1494,0,3.5281777381896973,3.041963815689087,14,15,0,0,0,0,0,1428.5841367388546,4.413907944324183,1.0714285714285714,2.130852111053054,2.2830558332711295,0.0,0.25201269558497835,0.20279758771260578
1741857930.262196,1741857936.84616,6.583963871002197,14,16,3084,6440,122,1494,0,3.5281777381896973,3.0557861328125,14,16,0,0,0,0,0,1446.5449972996703,4.556525610981741,1.1428571428571428,2.126378618458146,2.4301469925235955,0.0,0.25201269558497835,0.19098663330078125
1741857930.262196,1741857936.8471928,6.584996700286865,15,16,3206,6440,122,1494,0,3.5292105674743652,3.0557861328125,15,16,0,0,0,0,0,1464.8450772313654,4.707671303563377,1.0666666666666667,2.27790546946615,2.4297658340972266,0.0,0.23528070449829103,0.19098663330078125
1741857930.262196,1741857936.8481705,6.585974454879761,16,16,4700,6440,122,1494,0,3.5301883220672607,3.0557861328125,16,16,0,0,0,0,0,1691.4733083645679,4.858810221514019,1.0,2.4294051107570094,2.4294051107570094,0.0,0.2206367701292038,0.19098663330078125
1741857930.262196,1741857936.8489203,6.586724281311035,17,16,5174,6440,122,1494,0,3.530938148498535,3.0557861328125,17,16,0,0,0,0,0,1763.243685932505,5.010077633526147,0.9411764705882353,2.580949083937712,2.4291285495884347,0.0,0.2077022440293256,0.19098663330078125
1741857930.262196,1741857936.900411,6.638214826583862,18,16,6668,6440,122,1494,0,3.5824286937713623,3.0557861328125,18,16,0,0,0,0,0,1974.6272668830754,5.12185894675195,0.8888888888888888,2.7115723835745618,2.4102865631773884,0.0,0.19902381632063124,0.19098663330078125
1741857930.262196,1741857936.9073305,6.645134449005127,18,17,6668,6562,122,1494,0,3.5824286937713623,3.0627057552337646,18,17,0,0,0,0,0,1990.9303719175648,5.267011565919484,0.9444444444444444,2.7087488053300204,2.5582627605894634,0.0,0.19902381632063124,0.1801591620725744
1741857930.262196,1741857936.9082289,6.646032810211182,18,18,6668,6684,122,1494,0,3.5824286937713623,3.0636041164398193,18,18,0,0,0,0,0,2009.0180685664916,5.416765313690361,1.0,2.7083826568451803,2.7083826568451803,0.0,0.19902381632063124,0.17020022869110107
1741857930.262196,1741857936.9089816,6.646785497665405,18,19,6668,6902,122,1494,0,3.5824286937713623,3.064356803894043,18,19,0,0,0,0,0,2041.5883745257436,5.566600579031135,1.0555555555555556,2.7080759573664985,2.858524621664637,0.0,0.19902381632063124,0.1612819370470549
1741857930.262196,1741857936.9097996,6.647603511810303,19,19,7334,6902,122,1494,0,3.5832467079162598,3.064356803894043,19,19,0,0,0,0,0,2141.52362948662,5.716345737601261,1.0,2.8581728688006307,2.8581728688006307,0.0,0.18859193199559263,0.1612819370470549
1741857930.262196,1741857936.9495406,6.687344551086426,19,20,7334,7040,122,1494,0,3.5832467079162598,3.104097843170166,19,20,0,0,0,0,0,2149.433140492933,5.831911261946876,1.0526315789473684,2.841187537871555,2.990723724075321,0.0,0.18859193199559263,0.1552048921585083
1741857930.262196,1741857936.9504688,6.688272714614868,19,21,7334,7162,122,1494,0,3.5832467079162598,3.1050260066986084,19,21,0,0,0,0,0,2167.3757363876757,5.980617374138179,1.105263157894737,2.8407932527156348,3.1398241214225435,0.0,0.18859193199559263,0.1478583812713623
